Annee;Groupe_TP;Id_paquerette;Milieu;Code_site;Prop_veg_500;Date_ech;Date_dissection;Nb_inflo;Nb_feuilles;H_tige;D_capitule;D_disque;Antho_sup;Antho_inf;Nb_ligu;Nb_tubu;Abondance;Agregation
2021;stage;URB1_P01;Urbain;URB1;21.9;14/06/2021;NA;1;7;73;12;5;1;1;41;73;2;E
2021;stage;URB1_P02;Urbain;URB1;21.9;14/06/2021;NA;1;8;56;13;5;1;1;36;94;3;B
2021;stage;URB1_P03;Urbain;URB1;21.9;14/06/2021;NA;2;14;57;16;5;1;1;38;82;2;C
2021;stage;URB1_P04;Urbain;URB1;21.9;14/06/2021;NA;2;8;92;14;5;2;3;31;73;2;C
2021;stage;URB1_P05;Urbain;URB1;21.9;14/06/2021;NA;2;9;42;14;5;1;1;35;78;3;B
2021;stage;URB1_P06;Urbain;URB1;21.9;14/06/2021;NA;2;10;52;12;4;1;1;41;72;2;C
2021;stage;URB1_P07;Urbain;URB1;21.9;14/06/2021;NA;1;8;53;11;4;2;3;34;71;1;E
2021;stage;URB1_P08;Urbain;URB1;21.9;14/06/2021;NA;1;9;41;12;4;1;2;36;84;2;C
2021;stage;URB1_P09;Urbain;URB1;21.9;14/06/2021;NA;2;10;52;11;5;1;1;31;82;2;E
2021;stage;URB1_P10;Urbain;URB1;21.9;14/06/2021;NA;1;10;34;13;6;1;1;38;102;1;B
2021;stage;URB1_P11;Urbain;URB1;21.9;14/06/2021;NA;2;5;48;13;4;1;2;35;76;2;D
2021;stage;URB1_P12;Urbain;URB1;21.9;14/06/2021;NA;1;5;14;9;3;1;1;34;35;2;D
2021;stage;URB1_P13;Urbain;URB1;21.9;14/06/2021;NA;1;7;43;11;4;2;3;36;59;2;C
2021;stage;URB1_P14;Urbain;URB1;21.9;14/06/2021;NA;2;5;51;12;4;3;3;41;71;1;D
2021;stage;URB1_P15;Urbain;URB1;21.9;14/06/2021;NA;1;15;78;8;4;1;1;32;67;2;C
2021;stage;URB1_P16;Urbain;URB1;21.9;14/06/2021;NA;1;9;52;14;6;1;2;30;91;2;D
2021;stage;URB1_P17;Urbain;URB1;21.9;14/06/2021;NA;2;9;51;8;4;3;3;35;77;1;A
2021;stage;URB1_P18;Urbain;URB1;21.9;14/06/2021;NA;1;6;47;12;4;3;3;33;62;1;B
2021;stage;URB1_P19;Urbain;URB1;21.9;14/06/2021;NA;2;11;72;14;4;1;2;42;66;2;B
2021;stage;URB1_P20;Urbain;URB1;21.9;14/06/2021;NA;3;11;48;10;4;3;3;33;62;2;B
2021;stage;URB3_P01;Urbain;URB3;4.72;24/06/2021;NA;2;14;86;16;5;1;2;29;67;1;E
2021;stage;URB3_P02;Urbain;URB3;4.72;24/06/2021;NA;1;10;53;14;5;3;3;28;66;1;B
2021;stage;URB3_P03;Urbain;URB3;4.72;24/06/2021;NA;1;8;57;15;6;3;4;37;74;1;D
2021;stage;URB3_P04;Urbain;URB3;4.72;24/06/2021;NA;2;14;93;15;6;1;1;36;76;1;C
2021;stage;URB3_P05;Urbain;URB3;4.72;24/06/2021;NA;1;9;82;15;7;1;1;42;83;1;C
2021;stage;URB3_P06;Urbain;URB3;4.72;24/06/2021;NA;1;6;51;11;5;1;1;30;72;1;E
2021;stage;URB3_P07;Urbain;URB3;4.72;24/06/2021;NA;1;12;42;12;5;1;1;34;63;1;B
2021;stage;URB3_P08;Urbain;URB3;4.72;24/06/2021;NA;1;5;66;12;4;1;1;36;65;1;C
2021;stage;URB3_P09;Urbain;URB3;4.72;24/06/2021;NA;1;8;71;16;5;1;1;35;62;1;D
2021;stage;URB3_P10;Urbain;URB3;4.72;24/06/2021;NA;2;13;62;17;5;2;2;37;72;1;B
2021;stage;URB3_P11;Urbain;URB3;4.72;24/06/2021;NA;1;11;61;15;5;1;2;41;90;1;E
2021;stage;URB3_P12;Urbain;URB3;4.72;24/06/2021;NA;1;10;62;15;6;2;2;47;85;1;C
2021;stage;URB3_P13;Urbain;URB3;4.72;24/06/2021;NA;1;9;83;15;5;1;1;41;95;1;E
2021;stage;URB3_P14;Urbain;URB3;4.72;24/06/2021;NA;2;10;47;15;6;1;2;42;98;1;C
2021;stage;URB3_P15;Urbain;URB3;4.72;24/06/2021;NA;2;10;97;14;6;2;4;40;67;1;E
2021;stage;URB3_P16;Urbain;URB3;4.72;24/06/2021;NA;1;9;79;13;6;2;3;41;84;1;E
2021;stage;URB3_P17;Urbain;URB3;4.72;24/06/2021;NA;1;11;175;15;5;1;1;45;100;1;C
2021;stage;URB3_P18;Urbain;URB3;4.72;24/06/2021;NA;1;10;49;14;6;2;3;31;85;1;E
2021;stage;URB3_P19;Urbain;URB3;4.72;24/06/2021;NA;1;8;93;16;4;1;1;39;67;NA;NA
2021;stage;URB3_P20;Urbain;URB3;4.72;24/06/2021;NA;1;11;95;16;5;1;1;43;78;1;B
2021;stage;URB6_P01;Urbain;URB6;8.39;24/06/2021;NA;3;11;71;16;5;2;3;39;71;1;A
2021;stage;URB6_P02;Urbain;URB6;8.39;24/06/2021;NA;2;9;78;14;5;1;1;35;84;1;B
2021;stage;URB6_P03;Urbain;URB6;8.39;24/06/2021;NA;2;10;13;16;7;1;1;46;98;1;D
2021;stage;URB6_P04;Urbain;URB6;8.39;24/06/2021;NA;2;10;54;14;5;1;1;45;95;1;C
2021;stage;URB6_P05;Urbain;URB6;8.39;24/06/2021;NA;1;6;67;13;5;2;3;37;91;1;D
2021;stage;URB6_P06;Urbain;URB6;8.39;24/06/2021;NA;1;4;92;13;5;1;1;35;89;1;E
2021;stage;URB6_P07;Urbain;URB6;8.39;24/06/2021;NA;1;13;57;16;5;1;1;48;97;2;C
2021;stage;URB6_P08;Urbain;URB6;8.39;24/06/2021;NA;1;14;56;13;5;1;1;31;54;2;E
2021;stage;URB6_P09;Urbain;URB6;8.39;24/06/2021;NA;3;14;67;14;5;2;3;35;79;2;B
2021;stage;URB6_P10;Urbain;URB6;8.39;24/06/2021;NA;1;8;78;15;5;3;4;29;97;2;D
2021;stage;URB6_P11;Urbain;URB6;8.39;24/06/2021;NA;2;8;115;15;5;1;1;40;61;2;B
2021;stage;URB6_P12;Urbain;URB6;8.39;24/06/2021;NA;2;9;81;15;5;1;1;45;110;2;B
2021;stage;URB6_P13;Urbain;URB6;8.39;24/06/2021;NA;2;9;67;13;4;1;1;29;42;2;A
2021;stage;URB6_P14;Urbain;URB6;8.39;24/06/2021;NA;1;14;71;17;6;1;1;37;107;1;E
2021;stage;URB6_P15;Urbain;URB6;8.39;24/06/2021;NA;1;3;81;16;5;1;2;39;68;2;A
2021;stage;URB6_P16;Urbain;URB6;8.39;24/06/2021;NA;1;13;132;15;5;1;2;38;72;2;A
2021;stage;URB6_P17;Urbain;URB6;8.39;24/06/2021;NA;1;9;85;16;5;1;1;45;86;2;B
2021;stage;URB6_P18;Urbain;URB6;8.39;24/06/2021;NA;2;12;126;17;7;1;2;45;101;2;C
2021;stage;URB6_P19;Urbain;URB6;8.39;24/06/2021;NA;1;10;93;16;5;1;1;41;100;2;C
2021;stage;URB6_P20;Urbain;URB6;8.39;24/06/2021;NA;2;13;76;15;5;1;3;34;93;1;D
2021;stage;URB7_P01;Urbain;URB7;12.89;16/06/2021;NA;1;7;45;12;5;2;2;46;103;1;D
2021;stage;URB7_P02;Urbain;URB7;12.89;16/06/2021;NA;1;6;36;13;5;2;3;39;98;2;C
2021;stage;URB7_P03;Urbain;URB7;12.89;16/06/2021;NA;2;9;54;15;6;2;3;45;95;2;D
2021;stage;URB7_P04;Urbain;URB7;12.89;16/06/2021;NA;2;8;52;12;5;1;1;36;86;2;B
2021;stage;URB7_P05;Urbain;URB7;12.89;16/06/2021;NA;1;6;58;15;5;1;1;34;69;2;D
2021;stage;URB7_P06;Urbain;URB7;12.89;16/06/2021;NA;1;4;33;13;5;1;2;36;93;2;C
2021;stage;URB7_P07;Urbain;URB7;12.89;16/06/2021;NA;1;8;56;14;5;1;1;25;57;2;B
2021;stage;URB7_P08;Urbain;URB7;12.89;16/06/2021;NA;1;5;41;10;4;3;3;47;72;2;D
2021;stage;URB7_P09;Urbain;URB7;12.89;16/06/2021;NA;1;8;61;12;5;2;3;44;99;2;B
2021;stage;URB7_P10;Urbain;URB7;12.89;16/06/2021;NA;2;7;54;13;5;1;1;31;96;1;E
2021;stage;URB7_P11;Urbain;URB7;12.89;16/06/2021;NA;1;6;65;14;5;1;1;34;79;2;A
2021;stage;URB7_P12;Urbain;URB7;12.89;16/06/2021;NA;2;10;68;15;5;2;2;37;73;2;B
2021;stage;URB7_P13;Urbain;URB7;12.89;16/06/2021;NA;2;10;76;15;6;1;1;36;98;2;D
2021;stage;URB7_P14;Urbain;URB7;12.89;16/06/2021;NA;2;9;61;12;6;1;1;36;85;2;A
2021;stage;URB7_P15;Urbain;URB7;12.89;16/06/2021;NA;2;9;57;15;5;1;1;38;90;2;B
2021;stage;URB7_P16;Urbain;URB7;12.89;16/06/2021;NA;2;7;93;15;5;3;3;42;91;3;B
2021;stage;URB7_P17;Urbain;URB7;12.89;16/06/2021;NA;1;6;57;12;5;2;2;36;67;2;B
2021;stage;URB7_P18;Urbain;URB7;12.89;16/06/2021;NA;1;7;39;10;5;1;1;32;75;1;A
2021;stage;URB7_P19;Urbain;URB7;12.89;16/06/2021;NA;2;12;54;13;5;2;2;41;85;2;D
2021;stage;URB7_P20;Urbain;URB7;12.89;16/06/2021;NA;2;8;46;13;4;1;1;31;81;1;E
2021;stage;URB8_P01;Urbain;URB8;20.18;05/07/2021;NA;1;9;97;15;5;3;3;43;81;1;B
2021;stage;URB8_P02;Urbain;URB8;20.18;05/07/2021;NA;1;7;117;14;5;2;2;39;79;1;E
2021;stage;URB8_P03;Urbain;URB8;20.18;05/07/2021;NA;1;4;93;12;5;1;2;32;77;1;C
2021;stage;URB8_P04;Urbain;URB8;20.18;05/07/2021;NA;1;6;96;13;5;3;3;26;59;1;B
2021;stage;URB8_P05;Urbain;URB8;20.18;05/07/2021;NA;1;4;88;12;5;2;3;37;67;1;B
2021;stage;URB8_P06;Urbain;URB8;20.18;05/07/2021;NA;1;5;135;13;4;1;2;33;60;1;C
2021;stage;URB8_P07;Urbain;URB8;20.18;05/07/2021;NA;2;10;115;14;5;1;1;34;56;1;A
2021;stage;URB8_P08;Urbain;URB8;20.18;05/07/2021;NA;2;9;123;13;4;1;2;31;45;1;C
2021;stage;URB8_P09;Urbain;URB8;20.18;05/07/2021;NA;1;4;121;12;4;1;1;33;68;1;D
2021;stage;URB8_P10;Urbain;URB8;20.18;05/07/2021;NA;1;5;116;11;5;1;1;28;52;1;B
2021;stage;URB8_P11;Urbain;URB8;20.18;05/07/2021;NA;1;10;101;16;5;1;1;40;85;1;C
2021;stage;URB8_P12;Urbain;URB8;20.18;05/07/2021;NA;1;7;104;14;4;2;3;32;62;1;B
2021;stage;URB8_P13;Urbain;URB8;20.18;05/07/2021;NA;2;7;108;14;5;1;2;34;51;1;C
2021;stage;URB8_P14;Urbain;URB8;20.18;05/07/2021;NA;2;9;123;13;4;2;2;33;71;1;D
2021;stage;URB8_P15;Urbain;URB8;20.18;05/07/2021;NA;2;16;99;13;4;1;2;35;69;1;A
2021;stage;URB8_P16;Urbain;URB8;20.18;05/07/2021;NA;2;5;86;9;4;1;1;32;54;1;B
2021;stage;URB8_P17;Urbain;URB8;20.18;05/07/2021;NA;1;8;118;13;5;1;2;24;51;1;E
2021;stage;URB8_P18;Urbain;URB8;20.18;05/07/2021;NA;1;15;71;12;4;3;4;31;73;1;D
2021;stage;URB8_P19;Urbain;URB8;20.18;05/07/2021;NA;1;7;96;13;4;1;1;30;51;1;C
2021;stage;URB8_P20;Urbain;URB8;20.18;05/07/2021;NA;1;8;181;14;5;2;2;39;75;1;A
2021;stage;URB9_P01;Urbain;URB9;24;14/06/2021;NA;2;7;112;14;5;1;1;48;101;1;C
2021;stage;URB9_P02;Urbain;URB9;24;14/06/2021;NA;2;8;115;15;5;1;1;43;105;2;C
2021;stage;URB9_P03;Urbain;URB9;24;14/06/2021;NA;1;4;152;14;4;2;2;36;63;2;B
2021;stage;URB9_P04;Urbain;URB9;24;14/06/2021;NA;3;13;134;21;6;1;1;41;142;2;B
2021;stage;URB9_P05;Urbain;URB9;24;14/06/2021;NA;1;9;97;15;6;1;1;42;107;2;A
2021;stage;URB9_P06;Urbain;URB9;24;14/06/2021;NA;2;8;76;19;6;2;2;38;111;2;A
2021;stage;URB9_P07;Urbain;URB9;24;14/06/2021;NA;1;9;138;15;5;1;1;37;98;2;C
2021;stage;URB9_P08;Urbain;URB9;24;14/06/2021;NA;1;5;134;12;4;1;1;26;65;2;D
2021;stage;URB9_P09;Urbain;URB9;24;14/06/2021;NA;1;7;93;17;5;1;1;50;81;2;D
2021;stage;URB9_P10;Urbain;URB9;24;14/06/2021;NA;2;6;127;13;5;2;3;31;72;2;B
2021;stage;URB9_P11;Urbain;URB9;24;14/06/2021;NA;1;9;113;17;5;1;1;34;74;2;A
2021;stage;URB9_P12;Urbain;URB9;24;14/06/2021;NA;2;5;122;13;4;1;1;35;49;2;D
2021;stage;URB9_P13;Urbain;URB9;24;14/06/2021;NA;2;7;108;16;5;1;1;41;90;2;C
2021;stage;URB9_P14;Urbain;URB9;24;14/06/2021;NA;1;7;92;11;4;1;1;31;56;2;A
2021;stage;URB9_P15;Urbain;URB9;24;14/06/2021;NA;1;6;131;17;6;1;1;57;144;1;D
2021;stage;URB9_P16;Urbain;URB9;24;14/06/2021;NA;1;6;55;14;5;1;2;42;95;1;D
2021;stage;URB9_P17;Urbain;URB9;24;14/06/2021;NA;1;8;152;16;5;1;1;31;88;2;B
2021;stage;URB9_P18;Urbain;URB9;24;14/06/2021;NA;2;11;112;16;5;1;1;41;107;2;D
2021;stage;URB9_P19;Urbain;URB9;24;14/06/2021;NA;1;6;183;16;5;1;1;37;70;2;B
2021;stage;URB9_P20;Urbain;URB9;24;14/06/2021;NA;2;9;91;17;5;1;1;38;79;2;D
2021;stage;SU1_P01;Semi-urbain;SU1;51.8;26/05/2021;NA;1;8;147;24;8;3;4;49;136;2;C
2021;stage;SU1_P02;Semi-urbain;SU1;51.8;26/05/2021;NA;1;4;73;16;5;3;3;45;101;2;B
2021;stage;SU1_P03;Semi-urbain;SU1;51.8;26/05/2021;NA;1;9;87;15;6;2;3;53;80;1;B
2021;stage;SU1_P04;Semi-urbain;SU1;51.8;26/05/2021;NA;1;10;82;14;4;3;4;36;48;3;C
2021;stage;SU1_P05;Semi-urbain;SU1;51.8;26/05/2021;NA;1;4;113;18;5;2;3;36;100;NA;NA
2021;stage;SU1_P06;Semi-urbain;SU1;51.8;26/05/2021;NA;1;6;78;15;5;3;4;50;95;NA;NA
2021;stage;SU1_P07;Semi-urbain;SU1;51.8;26/05/2021;NA;1;6;111;16;5;4;4;44;96;2;C
2021;stage;SU1_P08;Semi-urbain;SU1;51.8;26/05/2021;NA;1;7;142;14;4;2;3;29;73;2;B
2021;stage;SU1_P09;Semi-urbain;SU1;51.8;26/05/2021;NA;1;9;171;17;6;1;1;46;81;3;A
2021;stage;SU1_P10;Semi-urbain;SU1;51.8;26/05/2021;NA;1;7;94;18;6;2;2;32;88;2;C
2021;stage;SU1_P11;Semi-urbain;SU1;51.8;26/05/2021;NA;1;6;142;19;6;1;2;45;113;2;B
2021;stage;SU1_P12;Semi-urbain;SU1;51.8;26/05/2021;NA;1;6;112;14;5;1;2;30;74;2;C
2021;stage;SU1_P13;Semi-urbain;SU1;51.8;26/05/2021;NA;1;9;127;13;7;1;2;43;102;2;A
2021;stage;SU1_P14;Semi-urbain;SU1;51.8;26/05/2021;NA;1;8;87;15;5;3;3;47;98;1;D
2021;stage;SU1_P15;Semi-urbain;SU1;51.8;26/05/2021;NA;1;9;126;18;6;2;3;40;107;2;B
2021;stage;SU1_P16;Semi-urbain;SU1;51.8;26/05/2021;NA;1;4;131;12;4;1;2;33;41;2;A
2021;stage;SU1_P17;Semi-urbain;SU1;51.8;26/05/2021;NA;1;6;176;18;6;2;3;37;91;2;E
2021;stage;SU1_P18;Semi-urbain;SU1;51.8;26/05/2021;NA;1;5;102;15;5;2;4;47;88;NA;NA
2021;stage;SU1_P19;Semi-urbain;SU1;51.8;26/05/2021;NA;1;7;64;16;5;2;3;45;88;2;B
2021;stage;SU1_P20;Semi-urbain;SU1;51.8;26/05/2021;NA;1;2;125;13;5;2;3;37;73;NA;NA
2021;stage;SU2_P01;Semi-urbain;SU2;41.99;01/06/2021;NA;1;11;52;16;6;1;2;44;92;2;B
2021;stage;SU2_P02;Semi-urbain;SU2;41.99;01/06/2021;NA;2;7;41;14;5;1;2;33;53;1;C
2021;stage;SU2_P03;Semi-urbain;SU2;41.99;01/06/2021;NA;1;8;51;12;4;2;2;41;66;2;B
2021;stage;SU2_P04;Semi-urbain;SU2;41.99;01/06/2021;NA;1;8;43;11;4;1;2;31;79;2;D
2021;stage;SU2_P05;Semi-urbain;SU2;41.99;01/06/2021;NA;1;5;91;14;5;3;3;34;71;2;B
2021;stage;SU2_P06;Semi-urbain;SU2;41.99;01/06/2021;NA;1;6;61;12;5;2;3;36;63;2;A
2021;stage;SU2_P07;Semi-urbain;SU2;41.99;01/06/2021;NA;1;7;36;13;4;2;3;31;58;2;A
2021;stage;SU2_P08;Semi-urbain;SU2;41.99;01/06/2021;NA;2;10;68;13;4;3;3;35;61;1;B
2021;stage;SU2_P09;Semi-urbain;SU2;41.99;01/06/2021;NA;2;10;69;12;3;3;3;26;42;1;C
2021;stage;SU2_P10;Semi-urbain;SU2;41.99;01/06/2021;NA;2;8;98;16;5;2;3;33;81;2;A
2021;stage;SU2_P11;Semi-urbain;SU2;41.99;01/06/2021;NA;2;11;81;14;4;1;1;31;58;2;B
2021;stage;SU2_P12;Semi-urbain;SU2;41.99;01/06/2021;NA;1;8;57;13;5;1;3;32;76;1;D
2021;stage;SU2_P13;Semi-urbain;SU2;41.99;01/06/2021;NA;1;6;102;13;4;2;2;32;21;1;C
2021;stage;SU2_P14;Semi-urbain;SU2;41.99;01/06/2021;NA;1;9;91;16;5;1;1;36;84;1;B
2021;stage;SU2_P15;Semi-urbain;SU2;41.99;01/06/2021;NA;1;6;47;13;5;1;1;34;82;2;A
2021;stage;SU2_P16;Semi-urbain;SU2;41.99;01/06/2021;NA;1;7;53;13;5;2;2;33;77;2;A
2021;stage;SU2_P17;Semi-urbain;SU2;41.99;01/06/2021;NA;1;9;84;16;5;1;1;36;79;3;A
2021;stage;SU2_P18;Semi-urbain;SU2;41.99;01/06/2021;NA;2;9;87;13;5;3;4;43;81;3;B
2021;stage;SU2_P19;Semi-urbain;SU2;41.99;01/06/2021;NA;1;7;67;13;4;1;2;26;69;2;B
2021;stage;SU2_P20;Semi-urbain;SU2;41.99;01/06/2021;NA;1;6;43;13;4;1;1;31;65;1;B
2021;stage;SU3_P01;Semi-urbain;SU3;65.02;01/07/2021;NA;1;10;55;11;3;2;3;33;30;1;A
2021;stage;SU3_P02;Semi-urbain;SU3;65.02;01/07/2021;NA;1;8;61;10;5;3;4;26;71;1;A
2021;stage;SU3_P03;Semi-urbain;SU3;65.02;01/07/2021;NA;1;12;64;16;6;2;4;54;124;1;A
2021;stage;SU3_P04;Semi-urbain;SU3;65.02;01/07/2021;NA;3;7;57;13;5;1;1;29;67;1;A
2021;stage;SU3_P05;Semi-urbain;SU3;65.02;01/07/2021;NA;1;12;67;15;5;1;2;34;90;1;B
2021;stage;SU3_P06;Semi-urbain;SU3;65.02;01/07/2021;NA;3;13;46;15;6;1;1;37;106;1;A
2021;stage;SU3_P07;Semi-urbain;SU3;65.02;01/07/2021;NA;2;15;63;15;4;1;3;42;102;1;B
2021;stage;SU3_P08;Semi-urbain;SU3;65.02;01/07/2021;NA;2;10;68;12;4;1;1;33;80;1;A
2021;stage;SU3_P09;Semi-urbain;SU3;65.02;01/07/2021;NA;2;10;46;13;5;2;3;34;76;1;A
2021;stage;SU3_P10;Semi-urbain;SU3;65.02;01/07/2021;NA;1;7;61;11;3;3;4;28;39;1;A
2021;stage;SU3_P11;Semi-urbain;SU3;65.02;01/07/2021;NA;1;6;76;11;4;2;2;29;63;1;A
2021;stage;SU3_P12;Semi-urbain;SU3;65.02;01/07/2021;NA;1;6;68;11;4;3;4;37;64;1;B
2021;stage;SU3_P13;Semi-urbain;SU3;65.02;01/07/2021;NA;1;8;42;10;4;3;4;27;63;1;A
2021;stage;SU3_P14;Semi-urbain;SU3;65.02;01/07/2021;NA;1;10;41;12;3;2;2;32;49;1;A
2021;stage;SU3_P15;Semi-urbain;SU3;65.02;01/07/2021;NA;3;9;54;13;4;1;2;46;71;1;A
2021;stage;SU3_P16;Semi-urbain;SU3;65.02;01/07/2021;NA;1;6;56;11;5;2;3;27;91;1;A
2021;stage;SU3_P17;Semi-urbain;SU3;65.02;01/07/2021;NA;1;8;51;13;5;2;2;24;77;1;A
2021;stage;SU3_P18;Semi-urbain;SU3;65.02;01/07/2021;NA;1;7;52;12;5;2;2;44;91;1;B
2021;stage;SU3_P19;Semi-urbain;SU3;65.02;01/07/2021;NA;1;21;46;15;5;2;3;32;93;1;A
2021;stage;SU3_P20;Semi-urbain;SU3;65.02;01/07/2021;NA;1;7;61;12;5;3;3;41;76;1;A
2021;stage;SU4_P01;Semi-urbain;SU4;63.32;01/06/2021;NA;1;3;66;10;4;1;1;43;83;1;D
2021;stage;SU4_P02;Semi-urbain;SU4;63.32;01/06/2021;NA;1;3;93;15;5;2;3;44;76;3;C
